Versicherer;Land;Hoheitsgebiet;Geschäftsjahr;Erhebungsjahr;Region;Altersklasse;Unfalleinschluss;Tarif;Tariftyp;Altersuntergruppe;Franchisestufe;Franchise;Prämie;isBaseP;isBaseF;Tarifbezeichnung
0376;EU GR;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;58;1;1;BASE
0376;EU GR;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;180;1;1;BASE
0376;EU GR;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;195;1;1;BASE
0376;EU GR;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;53.9;1;1;BASE
0376;EU GR;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;167.4;1;1;BASE
0376;EU GR;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;181.4;1;1;BASE
0376;EU HR;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;69;1;1;BASE
0376;EU HR;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;212;1;1;BASE
0376;EU HR;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;230;1;1;BASE
0376;EU HR;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;64.2;1;1;BASE
0376;EU HR;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;197.2;1;1;BASE
0376;EU HR;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;213.9;1;1;BASE
0376;EU HU;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;66;1;1;BASE
0376;EU HU;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;203;1;1;BASE
0376;EU HU;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;220;1;1;BASE
0376;EU HU;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;61.4;1;1;BASE
0376;EU HU;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;188.8;1;1;BASE
0376;EU HU;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;204.6;1;1;BASE
0376;EU IE;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;132;1;1;BASE
0376;EU IE;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;407;1;1;BASE
0376;EU IE;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;440;1;1;BASE
0376;EU IE;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;122.8;1;1;BASE
0376;EU IE;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;378.5;1;1;BASE
0376;EU IE;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;409.2;1;1;BASE
0376;EU IS;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;101;1;1;BASE
0376;EU IS;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;312;1;1;BASE
0376;EU IS;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;338;1;1;BASE
0376;EU IS;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;93.9;1;1;BASE
0376;EU IS;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;290.2;1;1;BASE
0376;EU IS;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;314.3;1;1;BASE
0376;EU IT;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;117;1;1;BASE
0376;EU IT;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;360;1;1;BASE
0376;EU IT;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;390;1;1;BASE
0376;EU IT;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;108.8;1;1;BASE
0376;EU IT;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;334.8;1;1;BASE
0376;EU IT;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;362.7;1;1;BASE
0376;EU LT;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;58;1;1;BASE
0376;EU LT;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;180;1;1;BASE
0376;EU LT;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;195;1;1;BASE
0376;EU LT;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;53.9;1;1;BASE
0376;EU LT;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;167.4;1;1;BASE
0376;EU LT;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;181.4;1;1;BASE
0376;EU LU;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;138;1;1;BASE
0376;EU LU;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;425;1;1;BASE
0376;EU LU;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;460;1;1;BASE
0376;EU LU;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;128.3;1;1;BASE
0376;EU LU;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;395.3;1;1;BASE
0376;EU LU;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;427.8;1;1;BASE
0376;EU LV;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;58;1;1;BASE
0376;EU LV;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;180;1;1;BASE
0376;EU LV;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;195;1;1;BASE
0376;EU LV;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;53.9;1;1;BASE
0376;EU LV;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;167.4;1;1;BASE
0376;EU LV;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;181.4;1;1;BASE
0376;EU MT;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;58;1;1;BASE
0376;EU MT;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;180;1;1;BASE
0376;EU MT;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;195;1;1;BASE
0376;EU MT;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;53.9;1;1;BASE
0376;EU MT;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;167.4;1;1;BASE
0376;EU MT;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;181.4;1;1;BASE
0376;EU NL;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;181;1;1;BASE
0376;EU NL;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;559;1;1;BASE
0376;EU NL;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;605;1;1;BASE
0376;EU NL;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;168.3;1;1;BASE
0376;EU NL;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;519.9;1;1;BASE
0376;EU NL;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;562.7;1;1;BASE
0376;EU NO;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;86;1;1;BASE
0376;EU NO;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;266;1;1;BASE
0376;EU NO;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;288;1;1;BASE
0376;EU NO;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;80;1;1;BASE
0376;EU NO;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;247.4;1;1;BASE
0376;EU NO;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;267.8;1;1;BASE
0376;EU PL;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;58;1;1;BASE
0376;EU PL;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;180;1;1;BASE
0376;EU PL;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;195;1;1;BASE
0376;EU PL;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;53.9;1;1;BASE
0376;EU PL;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;167.4;1;1;BASE
0376;EU PL;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;181.4;1;1;BASE
0376;EU PT;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;84;1;1;BASE
0376;EU PT;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;259;1;1;BASE
0376;EU PT;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;280;1;1;BASE
0376;EU PT;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;78.1;1;1;BASE
0376;EU PT;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;240.9;1;1;BASE
0376;EU PT;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;260.4;1;1;BASE
0376;EU RO;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;47;1;1;BASE
0376;EU RO;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;147;1;1;BASE
0376;EU RO;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;159;1;1;BASE
0376;EU RO;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;43.7;1;1;BASE
0376;EU RO;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;136.7;1;1;BASE
0376;EU RO;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;147.9;1;1;BASE
0376;EU SE;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;101;1;1;BASE
0376;EU SE;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;312;1;1;BASE
0376;EU SE;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;338;1;1;BASE
0376;EU SE;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;93.9;1;1;BASE
0376;EU SE;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;290.2;1;1;BASE
0376;EU SE;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;314.3;1;1;BASE
0376;EU SI;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;58;1;1;BASE
0376;EU SI;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;180;1;1;BASE
0376;EU SI;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;195;1;1;BASE
0376;EU SI;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;53.9;1;1;BASE
0376;EU SI;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;167.4;1;1;BASE
0376;EU SI;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;181.4;1;1;BASE
0376;EU SK;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;58;1;1;BASE
0376;EU SK;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;180;1;1;BASE
0376;EU SK;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;195;1;1;BASE
0376;EU SK;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;53.9;1;1;BASE
0376;EU SK;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;167.4;1;1;BASE
0376;EU SK;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;181.4;1;1;BASE
0455;EU AT;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;131.3;1;1;BASE
0455;EU AT;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;525;1;1;BASE
0455;EU AT;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;525;1;1;BASE
0455;EU AT;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;122.2;1;1;BASE
0455;EU AT;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;488.3;1;1;BASE
0455;EU AT;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;488.3;1;1;BASE
0455;EU BE;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;147.3;1;1;BASE
0455;EU BE;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;589;1;1;BASE
0455;EU BE;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;589;1;1;BASE
0455;EU BE;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;137;1;1;BASE
0455;EU BE;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;547.8;1;1;BASE
0455;EU BE;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;547.8;1;1;BASE
0455;EU BG;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;55.3;1;1;BASE
0455;EU BG;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;221;1;1;BASE
0455;EU BG;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;221;1;1;BASE
0455;EU BG;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;51.5;1;1;BASE
0455;EU BG;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;205.6;1;1;BASE
0455;EU BG;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;205.6;1;1;BASE
0455;EU CY;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;61.3;1;1;BASE
0455;EU CY;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;245;1;1;BASE
0455;EU CY;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;245;1;1;BASE
0455;EU CY;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;57.1;1;1;BASE
0455;EU CY;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;227.9;1;1;BASE
0455;EU CY;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;227.9;1;1;BASE
0455;EU CZ;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;55.3;1;1;BASE
0455;EU CZ;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;221;1;1;BASE
0455;EU CZ;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;221;1;1;BASE
0455;EU CZ;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;51.5;1;1;BASE
0455;EU CZ;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;205.6;1;1;BASE
0455;EU CZ;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;205.6;1;1;BASE
0455;EU DE;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;152;1;1;BASE
0455;EU DE;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;608;1;1;BASE
0455;EU DE;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;608;1;1;BASE
0455;EU DE;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;141.4;1;1;BASE
0455;EU DE;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;565.5;1;1;BASE
0455;EU DE;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;565.5;1;1;BASE
0455;EU DK;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;125.5;1;1;BASE
0455;EU DK;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;502;1;1;BASE
0455;EU DK;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;502;1;1;BASE
0455;EU DK;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;116.8;1;1;BASE
0455;EU DK;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;466.9;1;1;BASE
0455;EU DK;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;466.9;1;1;BASE
0455;EU EE;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;55.3;1;1;BASE
0455;EU EE;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;221;1;1;BASE
0455;EU EE;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;221;1;1;BASE
0455;EU EE;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;51.5;1;1;BASE
0455;EU EE;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;205.6;1;1;BASE
0455;EU EE;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;205.6;1;1;BASE
0455;EU ES;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;104.3;1;1;BASE
0455;EU ES;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;417;1;1;BASE
0455;EU ES;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;417;1;1;BASE
0455;EU ES;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;97;1;1;BASE
0455;EU ES;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;387.9;1;1;BASE
0455;EU ES;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;387.9;1;1;BASE
0455;EU FI;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;125.5;1;1;BASE
0455;EU FI;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;502;1;1;BASE
0455;EU FI;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;502;1;1;BASE
0455;EU FI;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;116.8;1;1;BASE
0455;EU FI;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;466.9;1;1;BASE
0455;EU FI;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;466.9;1;1;BASE
0455;EU FR;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;160.5;1;1;BASE
0455;EU FR;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;642;1;1;BASE
0455;EU FR;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;642;1;1;BASE
0455;EU FR;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;149.3;1;1;BASE
0455;EU FR;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;597.1;1;1;BASE
0455;EU FR;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;597.1;1;1;BASE
0455;EU GB;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;141;1;1;BASE
0455;EU GB;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;564;1;1;BASE
0455;EU GB;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;564;1;1;BASE
0455;EU GB;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;131.2;1;1;BASE
0455;EU GB;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;524.6;1;1;BASE
0455;EU GB;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;524.6;1;1;BASE
0455;EU GR;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;78;1;1;BASE
0455;EU GR;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;312;1;1;BASE
0455;EU GR;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;312;1;1;BASE
0455;EU GR;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;72.6;1;1;BASE
0455;EU GR;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;290.2;1;1;BASE
