Versicherer;Land;Hoheitsgebiet;Geschäftsjahr;Erhebungsjahr;Region;Altersklasse;Unfalleinschluss;Tarif;Tariftyp;Altersuntergruppe;Franchisestufe;Franchise;Prämie;isBaseP;isBaseF;Tarifbezeichnung
1384;EU LT;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;118.3;1;1;BASE
1384;EU LT;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;157.6;1;1;BASE
1384;EU LU;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;91.2;1;1;BASE
1384;EU LU;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;285;1;1;BASE
1384;EU LU;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;379.9;1;1;BASE
1384;EU LU;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;84.9;1;1;BASE
1384;EU LU;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;265.1;1;1;BASE
1384;EU LU;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;353.4;1;1;BASE
1384;EU LV;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;37;1;1;BASE
1384;EU LV;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;115.5;1;1;BASE
1384;EU LV;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;154;1;1;BASE
1384;EU LV;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;34.5;1;1;BASE
1384;EU LV;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;107.5;1;1;BASE
1384;EU LV;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;143.3;1;1;BASE
1384;EU MT;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;69.7;1;1;BASE
1384;EU MT;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;217.8;1;1;BASE
1384;EU MT;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;290.3;1;1;BASE
1384;EU MT;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;64.9;1;1;BASE
1384;EU MT;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;202.6;1;1;BASE
1384;EU MT;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;270;1;1;BASE
1384;EU NL;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;111.7;1;1;BASE
1384;EU NL;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;349.1;1;1;BASE
1384;EU NL;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;465.4;1;1;BASE
1384;EU NL;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;103.9;1;1;BASE
1384;EU NL;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;324.7;1;1;BASE
1384;EU NL;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;432.9;1;1;BASE
1384;EU NO;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;96;1;1;BASE
1384;EU NO;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;300;1;1;BASE
1384;EU NO;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;399.9;1;1;BASE
1384;EU NO;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;89.3;1;1;BASE
1384;EU NO;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;279;1;1;BASE
1384;EU NO;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;372;1;1;BASE
1384;EU PL;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;38.4;1;1;BASE
1384;EU PL;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;120;1;1;BASE
1384;EU PL;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;159.9;1;1;BASE
1384;EU PL;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;35.8;1;1;BASE
1384;EU PL;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;111.6;1;1;BASE
1384;EU PL;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;148.8;1;1;BASE
1384;EU PT;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;89.8;1;1;BASE
1384;EU PT;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;280.5;1;1;BASE
1384;EU PT;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;373.9;1;1;BASE
1384;EU PT;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;83.6;1;1;BASE
1384;EU PT;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;260.9;1;1;BASE
1384;EU PT;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;347.8;1;1;BASE
1384;EU RO;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;39.1;1;1;BASE
1384;EU RO;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;122.2;1;1;BASE
1384;EU RO;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;162.9;1;1;BASE
1384;EU RO;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;36.4;1;1;BASE
1384;EU RO;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;113.7;1;1;BASE
1384;EU RO;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;151.5;1;1;BASE
1384;EU SE;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;96;1;1;BASE
1384;EU SE;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;300;1;1;BASE
1384;EU SE;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;399.9;1;1;BASE
1384;EU SE;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;89.3;1;1;BASE
1384;EU SE;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;279;1;1;BASE
1384;EU SE;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;372;1;1;BASE
1384;EU SI;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;108.1;1;1;BASE
1384;EU SI;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;337.8;1;1;BASE
1384;EU SI;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;450.3;1;1;BASE
1384;EU SI;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;100.6;1;1;BASE
1384;EU SI;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;314.2;1;1;BASE
1384;EU SI;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;418.8;1;1;BASE
1384;EU SK;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;44.1;1;1;BASE
1384;EU SK;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;137.8;1;1;BASE
1384;EU SK;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;183.7;1;1;BASE
1384;EU SK;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;41.1;1;1;BASE
1384;EU SK;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;128.2;1;1;BASE
1384;EU SK;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;170.9;1;1;BASE
1479;EU AT;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;115;1;1;BASE
1479;EU AT;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;240;1;1;BASE
1479;EU AT;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;300;1;1;BASE
1479;EU AT;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;107;1;1;BASE
1479;EU AT;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;223.2;1;1;BASE
1479;EU AT;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;279;1;1;BASE
1479;EU BE;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;115;1;1;BASE
1479;EU BE;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;240;1;1;BASE
1479;EU BE;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;300;1;1;BASE
1479;EU BE;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;107;1;1;BASE
1479;EU BE;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;223.2;1;1;BASE
1479;EU BE;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;279;1;1;BASE
1479;EU BG;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;115;1;1;BASE
1479;EU BG;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;240;1;1;BASE
1479;EU BG;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;300;1;1;BASE
1479;EU BG;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;107;1;1;BASE
1479;EU BG;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;223.2;1;1;BASE
1479;EU BG;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;279;1;1;BASE
1479;EU CY;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;115;1;1;BASE
1479;EU CY;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;240;1;1;BASE
1479;EU CY;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;300;1;1;BASE
1479;EU CY;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;107;1;1;BASE
1479;EU CY;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;223.2;1;1;BASE
1479;EU CY;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;279;1;1;BASE
1479;EU CZ;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;115;1;1;BASE
1479;EU CZ;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;240;1;1;BASE
1479;EU CZ;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;300;1;1;BASE
1479;EU CZ;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;107;1;1;BASE
1479;EU CZ;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;223.2;1;1;BASE
1479;EU CZ;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;279;1;1;BASE
1479;EU DE;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;115;1;1;BASE
1479;EU DE;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;240;1;1;BASE
1479;EU DE;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;300;1;1;BASE
1479;EU DE;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;107;1;1;BASE
1479;EU DE;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;223.2;1;1;BASE
1479;EU DE;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;279;1;1;BASE
1479;EU DK;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;115;1;1;BASE
1479;EU DK;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;240;1;1;BASE
1479;EU DK;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;300;1;1;BASE
1479;EU DK;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;107;1;1;BASE
1479;EU DK;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;223.2;1;1;BASE
1479;EU DK;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;279;1;1;BASE
1479;EU EE;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;115;1;1;BASE
1479;EU EE;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;240;1;1;BASE
1479;EU EE;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;300;1;1;BASE
1479;EU EE;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;107;1;1;BASE
1479;EU EE;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;223.2;1;1;BASE
1479;EU EE;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;279;1;1;BASE
1479;EU ES;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;115;1;1;BASE
1479;EU ES;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;240;1;1;BASE
1479;EU ES;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;300;1;1;BASE
1479;EU ES;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;107;1;1;BASE
1479;EU ES;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;223.2;1;1;BASE
1479;EU ES;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;279;1;1;BASE
1479;EU FI;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;115;1;1;BASE
1479;EU FI;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;240;1;1;BASE
1479;EU FI;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;300;1;1;BASE
1479;EU FI;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;107;1;1;BASE
1479;EU FI;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;223.2;1;1;BASE
1479;EU FI;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;279;1;1;BASE
1479;EU FR;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;125;1;1;BASE
1479;EU FR;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;300;1;1;BASE
1479;EU FR;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;375;1;1;BASE
1479;EU FR;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;116.3;1;1;BASE
1479;EU FR;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;279;1;1;BASE
1479;EU FR;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;348.8;1;1;BASE
1479;EU GB;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;115;1;1;BASE
1479;EU GB;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;240;1;1;BASE
1479;EU GB;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;300;1;1;BASE
1479;EU GB;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;107;1;1;BASE
1479;EU GB;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;223.2;1;1;BASE
1479;EU GB;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;279;1;1;BASE
1479;EU GR;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;115;1;1;BASE
1479;EU GR;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;240;1;1;BASE
1479;EU GR;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;300;1;1;BASE
1479;EU GR;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;107;1;1;BASE
1479;EU GR;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;223.2;1;1;BASE
1479;EU GR;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;279;1;1;BASE
1479;EU HR;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;115;1;1;BASE
1479;EU HR;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;240;1;1;BASE
1479;EU HR;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;300;1;1;BASE
1479;EU HR;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;107;1;1;BASE
1479;EU HR;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;223.2;1;1;BASE
1479;EU HR;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;279;1;1;BASE
1479;EU HU;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;115;1;1;BASE
1479;EU HU;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;240;1;1;BASE
1479;EU HU;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;300;1;1;BASE
1479;EU HU;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;107;1;1;BASE
1479;EU HU;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;223.2;1;1;BASE
1479;EU HU;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;279;1;1;BASE
1479;EU IE;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;115;1;1;BASE
1479;EU IE;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;240;1;1;BASE
1479;EU IE;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;300;1;1;BASE
1479;EU IE;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;107;1;1;BASE
1479;EU IE;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;223.2;1;1;BASE
1479;EU IE;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;279;1;1;BASE
1479;EU IS;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;115;1;1;BASE
1479;EU IS;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;240;1;1;BASE
1479;EU IS;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;300;1;1;BASE
1479;EU IS;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;107;1;1;BASE
1479;EU IS;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;223.2;1;1;BASE
1479;EU IS;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;279;1;1;BASE
1479;EU IT;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;115;1;1;BASE
1479;EU IT;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;240;1;1;BASE
1479;EU IT;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;300;1;1;BASE
1479;EU IT;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;107;1;1;BASE
1479;EU IT;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;223.2;1;1;BASE
1479;EU IT;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;279;1;1;BASE
1479;EU LT;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;115;1;1;BASE
1479;EU LT;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;240;1;1;BASE
1479;EU LT;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;300;1;1;BASE
1479;EU LT;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;107;1;1;BASE
1479;EU LT;EU;2025;2024;PR-REG EU0;AKL-JUG;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;223.2;1;1;BASE
1479;EU LT;EU;2025;2024;PR-REG EU0;AKL-ERW;OHN-UNF;BASE;BASE;;FRAST1;FRA-300;279;1;1;BASE
1479;EU LU;EU;2025;2024;PR-REG EU0;AKL-KIN;MIT-UNF;BASE;BASE;K1;FRAST1;FRA-0;115;1;1;BASE
1479;EU LU;EU;2025;2024;PR-REG EU0;AKL-JUG;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;240;1;1;BASE
1479;EU LU;EU;2025;2024;PR-REG EU0;AKL-ERW;MIT-UNF;BASE;BASE;;FRAST1;FRA-300;300;1;1;BASE
1479;EU LU;EU;2025;2024;PR-REG EU0;AKL-KIN;OHN-UNF;BASE;BASE;K1;FRAST1;FRA-0;107;1;1;BASE
